iter	Passed	Remaining
230	37814	125885
231	37979	125725
232	38197	125740
233	38394	125685
234	38577	125580
235	38762	125485
236	38965	125446
237	39135	125299
238	39310	125168
239	39505	125099
240	39695	125014
241	39893	124955
242	40053	124774
243	40222	124625
244	40383	124447
245	40567	124339
246	40729	124166
247	40917	124071
248	41106	123979
249	41270	123810
250	41462	123727
251	41641	123603
252	41832	123511
253	42005	123370
254	42187	123253
255	42348	123075
256	42577	123094
257	42762	122982
258	42951	122885
259	43130	122756
260	43301	122605
261	43456	122408
262	43606	122197
263	43764	122009
264	43927	121835
265	44070	121608
266	44239	121451
267	44405	121287
268	44577	121137
269	44765	121032
270	44935	120879
271	45094	120694
272	45267	120546
273	45409	120318
274	45559	120112
275	45700	119880
276	45847	119667
277	45994	119452
278	46164	119298
279	46323	119118
280	46464	118888
281	46622	118704
282	46738	118414
283	46883	118199
284	47065	118076
285	47218	117880
286	47354	117644
287	47503	117438
288	47652	117235
289	47789	117001
290	47938	116799
291	48077	116572
292	48273	116482
293	48466	116384
294	48635	116229
295	48787	116035
296	48947	115857
297	49118	115707
298	49275	115524
299	49415	115302
300	49573	115123
301	49737	114955
302	49926	114847
303	50065	114623
304	50223	114443
305	50372	114243
306	50519	114038
307	50673	113850
308	50844	113701
309	50993	113501
310	51140	113299
311	51294	113111
312	51470	112971
313	51618	112771
314	51777	112594
315	51937	112420
316	52104	112262
317	52265	112091
318	52431	111929
319	52579	111730
320	52718	111513
321	52858	111299
322	53027	111144
323	53190	110977
324	53338	110780
325	53476	110561
326	53624	110365
327	53763	110149
328	53917	109965
329	54075	109790
330	54203	109553
331	54341	109338
332	54483	109129
333	54648	108969
334	54787	108756
335	54959	108611
336	55117	108435
337	55252	108217
338	55394	108011
339	55538	107810
340	55692	107628
341	55842	107439
342	55996	107259
343	56136	107050
344	56276	106844
345	56430	106664
346	56591	106496
347	56752	106328
348	56901	106139
349	57036	105924
350	57172	105711
351	57329	105538
352	57484	105361
353	57644	105193
354	57786	104992
355	57919	104775
356	58073	104598
357	58222	104409
358	58370	104221
359	58524	104043
360	58685	103877
361	58836	103696
362	59002	103538
363	59172	103388
364	59297	103161
365	59447	102976
366	59577	102759
367	59728	102576
368	59870	102380
369	60026	102206
370	60183	102036
371	60319	101828
372	60450	101615
373	60586	101410
374	60728	101213
375	60960	101168
376	61245	101209
377	61418	101063
378	61579	100898
379	61771	100785
380	61988	100711
381	62169	100578
382	62357	100455
383	62563	100362
384	62740	100222
385	62905	100061
386	63096	99943
387	63301	99846
388	63484	99715
389	63641	99541
390	63834	99424
391	63994	99256
392	64161	99099
393	64389	99035
394	64555	98876
395	64784	98812
396	64983	98702
397	65163	98563
398	65335	98412
399	65493	98239
400	65674	98102
401	65859	97969
402	66030	97816
403	66170	97617
404	66311	97420
405	66456	97228
406	66608	97049
407	66778	96894
408	66923	96704
409	67123	96592
410	67328	96487
411	67524	96369
412	67700	96223
413	67876	96076
414	68096	95991
415	68286	95864
416	68463	95717
417	68659	95598
418	68859	95483
419	69067	95378
420	69305	95315
421	69451	95125
422	69653	95012
423	69833	94867
424	70007	94716
425	70197	94585
426	70349	94403
427	70500	94219
428	70648	94033
429	70786	93833
430	70966	93689
431	71143	93540
432	71302	93368
433	71460	93195
434	71644	93055
435	71828	92915
436	72040	92812
437	72273	92734
438	72475	92617
439	72644	92456
440	72821	92307
441	72967	92117
442	73139	91960
443	73299	91788
444	73459	91617
445	73632	91463
446	73805	91307
447	73994	91172
448	74242	91107
449	74460	91006
450	74651	90872
451	74815	90705
452	74988	90548
453	75175	90409
454	75356	90262
455	75556	90137
456	75726	89977
457	75907	89829
458	76067	89657
459	76219	89474
460	76382	89305
461	76574	89170
462	76727	88990
463	76895	88827
464	77069	88671
465	77257	88530
466	77439	88383
467	77598	88210
468	77753	88032
469	77960	87912
470	78150	87773
471	78302	87592
472	78467	87425
473	78638	87265
474	78841	87140
475	79027	86996
476	79193	86830
477	79377	86683
478	79548	86524
479	79734	86378
480	79973	86291
481	80145	86131
482	80308	85961
483	80506	85829
484	80768	85764
485	80958	85622
486	81157	85489
487	81329	85329
488	81505	85172
489	81666	85000
490	81813	84812
491	82041	84709
492	82236	84571
493	82445	84448
494	82609	84278
495	82806	84141
496	83001	84003
497	83206	83875
498	83393	83728
499	83540	83540
500	83675	83341
501	83830	83162
502	84017	83015
503	84164	82828
504	84315	82645
505	84468	82465
506	84627	82291
507	84821	82149
508	84977	81972
509	85152	81813
510	85287	81615
511	85461	81455
512	85611	81272
513	85759	81087
514	85945	80939
515	86086	80748
516	86245	80573
517	86401	80397
518	86538	80202
519	86677	80009
520	86831	79831
521	86985	79653
522	87152	79487
523	87319	79320
524	87460	79131
525	87619	78957
526	87770	78777
527	87927	78601
528	88060	78405
529	88200	78215
530	88334	78020
531	88478	77834
532	88624	77650
533	88831	77519
534	88987	77344
535	89157	77181
536	89346	77034
537	89511	76867
538	89676	76699
539	89836	76527
540	89977	76339
541	90139	76169
542	90269	75972
543	90408	75783
544	90564	75609
545	90747	75456
546	90895	75275
547	91135	75170
548	91309	75010
549	91444	74818
550	91586	74632
551	91731	74448
552	91855	74248
553	92010	74073
554	92143	73880
555	92286	73696
556	92436	73517
557	92567	73324
558	92709	73139
559	92870	72969
560	93013	72786
561	93161	72606
562	93300	72419
563	93452	72243
564	93600	72064
565	93741	71879
566	93886	71698
567	94019	71507
568	94157	71321
569	94291	71132
570	94426	70943
571	94567	70760
572	94694	70566
573	94845	70390
574	94985	70206
575	95142	70035
576	95285	69853
577	95435	69678
578	95599	69512
579	95723	69316
580	95865	69135
581	96014	68958
582	96155	68776
583	96271	68576
584	96412	68395
585	96560	68218
586	96685	68025
587	96819	67839
588	96950	67651
589	97093	67471
590	97220	67281
591	97372	67108
592	97517	66930
593	97639	66737
594	97773	66551
595	97901	66362
596	98051	66188
597	98171	65994
598	98303	65808
599	98429	65619
600	98560	65433
601	98699	65252
602	98824	65063
603	98978	64893
604	99153	64736
605	99305	64564
606	99445	64385
607	99599	64215
608	99779	64062
609	99954	63905
610	100119	63741
611	100292	63584
612	100451	63416
613	100604	63246
614	100771	63084
615	100942	62925
616	101129	62775
617	101301	62616
618	101499	62473
619	101666	62311
620	101820	62141
621	102013	61995
622	102175	61830
623	102311	61649
624	102494	61496
625	102709	61362
626	102910	61220
627	103107	61076
628	103271	60912
629	103423	60740
630	103574	60569
631	103711	60389
632	103870	60221
633	104064	60075
634	104235	59915
635	104448	59778
636	104671	59648
637	104878	59507
638	105075	59362
639	105244	59200
640	105389	59024
641	105546	58856
642	105694	58682
643	105909	58546
644	106115	58404
645	106306	58254
646	106470	58089
647	106708	57965
648	106905	57818
649	107097	57667
650	107270	57507
651	107424	57336
652	107596	57176
653	107784	57023
654	107961	56865
655	108106	56690
656	108300	56540
657	108476	56381
658	108651	56221
659	108866	56082
660	109056	55930
661	109227	55768
662	109408	55611
663	109614	55467
664	109795	55310
665	109936	55133
666	110107	54971
667	110260	54800
668	110397	54621
669	110569	54459
670	110759	54306
671	110964	54161
672	111164	54013
673	111305	53836
674	111438	53655
675	111577	53478
676	111709	53297
677	111847	53119
678	112013	52954
679	112195	52798
680	112335	52621
681	112475	52444
682	112602	52262
683	112763	52095
684	112921	51927
685	113109	51773
686	113292	51616
687	113461	51453
688	113630	51290
689	113769	51114
690	113898	50932
691	114072	50772
692	114212	50596
693	114355	50421
694	114495	50246
695	114624	50065
696	114739	49879
697	114877	49703
698	115049	49542
699	115204	49373
700	115351	49201
701	115493	49027
702	115634	48852
703	115784	48682
704	116008	48542
705	116182	48382
706	116354	48220
707	116511	48052
708	116654	47879
709	116799	47706
710	116967	47543
711	117149	47386
712	117293	47213
713	117447	47044
714	117614	46881
715	117792	46721
716	117936	46549
717	118078	46376
718	118215	46200
719	118363	46030
720	118498	45854
721	118655	45687
722	118813	45520
723	118963	45350
724	119104	45177
725	119254	45007
726	119398	44835
727	119553	44668
728	119701	44498
729	119853	44329
730	119982	44152
731	120144	43987
732	120283	43813
733	120413	43637
734	120555	43465
735	120694	43292
736	120852	43126
737	121015	42962
738	121178	42797
739	121310	42622
740	121461	42454
741	121604	42282
742	121743	42110
743	121890	41940
744	122046	41774
745	122187	41602
746	122313	41426
747	122450	41253
748	122598	41084
749	122737	40912
750	122888	40744
751	123131	40607
752	123303	40446
753	123459	40279
754	123601	40109
755	123739	39936
756	123883	39767
757	124013	39592
758	124155	39422
759	124288	39248
760	124439	39081
761	124594	38915
762	124743	38747
763	124884	38576
764	125033	38408
765	125175	38239
766	125310	38067
767	125451	37896
768	125587	37725
769	125694	37545
770	125834	37374
771	125960	37200
772	126101	37031
773	126233	36858
774	126381	36691
775	126535	36525
776	126662	36352
777	126811	36185
778	126940	36012
779	127088	35845
780	127236	35678
781	127349	35501
782	127488	35332
783	127624	35161
784	127763	34992
785	127888	34819
786	128025	34649
787	128174	34483
788	128324	34317
789	128487	34154
790	128637	33988
791	128794	33824
792	128935	33656
793	129079	33489
794	129228	33322
795	129363	33153
796	129502	32984
797	129640	32816
798	129778	32647
799	129906	32476
800	130070	32314
801	130228	32151
802	130391	31988
803	130571	31830
804	130726	31666
805	130961	31521
806	131157	31367
807	131368	31216
808	131521	31051
809	131657	30882
810	131797	30714
811	131958	30552
812	132090	30382
813	132218	30212
814	132362	30045
815	132500	29877
816	132643	29710
817	132772	29540
818	132921	29375
819	133075	29211
820	133211	29043
821	133382	28883
822	133557	28723
823	133691	28555
824	133853	28393
825	134014	28230
826	134172	28067
827	134308	27899
828	134449	27733
829	134603	27569
830	134751	27404
831	134955	27250
832	135157	27096
833	135318	26933
834	135472	26770
835	135616	26604
836	135771	26440
837	135918	26275
838	136080	26113
839	136232	25949
840	136388	25785
841	136563	25625
842	136713	25461
843	136845	25293
844	136992	25128
845	137170	24969
846	137323	24805
847	137447	24636
848	137569	24467
849	137704	24300
850	137886	24142
851	138058	23981
852	138191	23815
853	138361	23654
854	138572	23500
855	138743	23339
856	138892	23175
857	139053	23013
858	139187	22846
859	139348	22684
860	139514	22523
861	139692	22363
862	139829	22197
863	140016	22039
864	140254	21889
865	140419	21727
866	140553	21561
867	140723	21400
868	140952	21248
869	141123	21087
870	141251	20920
871	141398	20755
872	141527	20588
873	141676	20424
874	141823	20260
875	141966	20095
876	142132	19934
877	142266	19768
878	142400	19602
879	142563	19440
880	142795	19287
881	142967	19127
882	143109	18962
883	143233	18795
884	143368	18629
885	143511	18465
886	143632	18298
887	143751	18130
888	143903	17967
889	144038	17802
890	144166	17636
891	144306	17472
892	144444	17307
893	144586	17143
894	144731	16979
895	144907	16819
896	145069	16657
897	145231	16496
898	145396	16334
899	145584	16176
900	145733	16012
901	145881	15849
902	146039	15687
903	146191	15524
904	146331	15360
905	146476	15197
906	146607	15032
907	146742	14868
908	146870	14703
909	147001	14538
910	147148	14375
911	147276	14210
912	147431	14048
913	147578	13885
914	147706	13721
915	147844	13557
916	148030	13398
917	148195	13237
918	148352	13075
919	148517	12914
920	148648	12750
921	148809	12589
922	148974	12428
923	149171	12269
924	149332	12108
925	149527	11949
926	149682	11787
927	149871	11627
928	150082	11470
929	150249	11309
930	150389	11145
931	150532	10983
932	150695	10821
933	150887	10662
934	151055	10501
935	151223	10340
936	151361	10176
937	151511	10014
938	151644	9851
939	151781	9688
940	151947	9527
941	152110	9365
942	152274	9204
943	152421	9041
944	152581	8880
945	152736	8718
946	152892	8556
947	153068	8396
948	153189	8232
949	153323	8069
950	153478	7907
951	153611	7745
952	153742	7582
953	153908	7421
954	154055	7259
955	154177	7096
956	154300	6933
957	154425	6770
958	154558	6607
959	154777	6449
960	154965	6288
961	155107	6126
962	155283	5966
963	155471	5805
964	155618	5644
965	155768	5482
966	155888	5319
967	156051	5158
968	156214	4997
969	156409	4837
970	156665	4678
971	156853	4518
972	157028	4357
973	157197	4196
974	157343	4034
975	157489	3872
976	157635	3710
977	157777	3549
978	157931	3387
979	158077	3226
980	158206	3064
981	158340	2902
982	158467	2740
983	158630	2579
984	158789	2418
985	158978	2257
986	159155	2096
987	159321	1935
988	159489	1773
989	159641	1612
990	159797	1451
991	159932	1289
992	160066	1128
993	160211	967
994	160348	805
995	160526	644
996	160710	483
997	160914	322
998	161077	161
999	161214	0
